_id,dataCollectionDate,beachName,windSpeed,windDirection
13014,2024-08-05,Cherry Beach,22,NE
13015,2024-08-05,Woodbine Beaches,22,NE
13016,2024-08-05,Kew Balmy Beach,22,NE
13017,2024-08-05,Bluffer's Beach Park,22,NE
13018,2024-08-06,Marie Curtis Park East Beach,15,NE
13019,2024-08-06,Sunnyside Beach,15,NE
13020,2024-08-06,Hanlan's Point Beach,15,NE
13021,2024-08-06,Gibraltar Point Beach,15,NE
13283,2024-08-06,Centre Island Beach,15,NE
13284,2024-08-06,Ward's Island Beach,15,NE
13285,2024-08-06,Cherry Beach,15,NE
13286,2024-08-06,Woodbine Beaches,15,NE
13287,2024-08-06,Kew Balmy Beach,15,NE
13288,2024-08-06,Bluffer's Beach Park,15,NE
14209,2024-08-07,Marie Curtis Park East Beach,9,N
14210,2024-08-07,Sunnyside Beach,9,N
14211,2024-08-07,Hanlan's Point Beach,9,N
14212,2024-08-07,Gibraltar Point Beach,9,N
14213,2024-08-07,Centre Island Beach,9,N
14214,2024-08-07,Ward's Island Beach,9,N
14215,2024-08-07,Cherry Beach,9,N
14216,2024-08-07,Woodbine Beaches,9,N
14217,2024-08-07,Kew Balmy Beach,9,N
14218,2024-08-07,Bluffer's Beach Park,9,N
15821,2024-08-08,Marie Curtis Park East Beach,17,E
15822,2024-08-08,Sunnyside Beach,17,E
15823,2024-08-08,Hanlan's Point Beach,17,E
15824,2024-08-08,Gibraltar Point Beach,17,E
15825,2024-08-08,Centre Island Beach,17,E
15826,2024-08-08,Ward's Island Beach,17,E
15827,2024-08-08,Cherry Beach,17,E
15828,2024-08-08,Woodbine Beaches,17,E
15829,2024-08-08,Kew Balmy Beach,17,E
15830,2024-08-08,Bluffer's Beach Park,17,E
12898,2024-08-09,Marie Curtis Park East Beach,15,E
12899,2024-08-09,Sunnyside Beach,15,E
12900,2024-08-09,Hanlan's Point Beach,15,E
12901,2024-08-09,Gibraltar Point Beach,15,E
12902,2024-08-09,Centre Island Beach,15,E
12903,2024-08-09,Ward's Island Beach,15,E
12904,2024-08-09,Cherry Beach,15,E
12905,2024-08-09,Woodbine Beaches,15,E
12906,2024-08-09,Kew Balmy Beach,15,E
12907,2024-08-09,Bluffer's Beach Park,15,E
13569,2024-08-10,Marie Curtis Park East Beach,18,W
13570,2024-08-10,Sunnyside Beach,18,W
13571,2024-08-10,Hanlan's Point Beach,18,W
13572,2024-08-10,Gibraltar Point Beach,18,W
13573,2024-08-10,Centre Island Beach,18,W
13574,2024-08-10,Ward's Island Beach,18,W
13575,2024-08-10,Cherry Beach,18,W
13576,2024-08-10,Woodbine Beaches,18,W
13577,2024-08-10,Kew Balmy Beach,18,W
13578,2024-08-10,Bluffer's Beach Park,18,W
13579,2024-08-11,Marie Curtis Park East Beach,18,SW
13580,2024-08-11,Sunnyside Beach,18,SW
13581,2024-08-11,Hanlan's Point Beach,18,SW
13582,2024-08-11,Gibraltar Point Beach,18,SW
13583,2024-08-11,Centre Island Beach,18,SW
13584,2024-08-11,Ward's Island Beach,18,SW
13585,2024-08-11,Cherry Beach,18,SW
13586,2024-08-11,Woodbine Beaches,18,SW
13587,2024-08-11,Kew Balmy Beach,18,SW
13588,2024-08-11,Bluffer's Beach Park,18,SW
13379,2024-08-12,Marie Curtis Park East Beach,13,W
13380,2024-08-12,Sunnyside Beach,13,W
13381,2024-08-12,Hanlan's Point Beach,13,W
13382,2024-08-12,Gibraltar Point Beach,13,W
13383,2024-08-12,Centre Island Beach,13,W
13384,2024-08-12,Ward's Island Beach,13,W
13385,2024-08-12,Cherry Beach,13,W
13386,2024-08-12,Woodbine Beaches,13,W
13387,2024-08-12,Kew Balmy Beach,13,W
13388,2024-08-12,Bluffer's Beach Park,13,W
12688,2024-08-13,Marie Curtis Park East Beach,17,NW
12689,2024-08-13,Sunnyside Beach,17,NW
12690,2024-08-13,Hanlan's Point Beach,17,NW
12691,2024-08-13,Gibraltar Point Beach,17,NW
12692,2024-08-13,Centre Island Beach,17,NW
12693,2024-08-13,Ward's Island Beach,17,NW
12694,2024-08-13,Cherry Beach,17,NW
12695,2024-08-13,Woodbine Beaches,17,NW
12696,2024-08-13,Kew Balmy Beach,17,NW
12697,2024-08-13,Bluffer's Beach Park,17,NW
15781,2024-08-14,Marie Curtis Park East Beach,5,W
15782,2024-08-14,Sunnyside Beach,5,W
15783,2024-08-14,Hanlan's Point Beach,5,W
15784,2024-08-14,Gibraltar Point Beach,5,W
15785,2024-08-14,Centre Island Beach,5,W
15786,2024-08-14,Ward's Island Beach,5,W
15787,2024-08-14,Cherry Beach,5,W
15788,2024-08-14,Woodbine Beaches,5,W
15789,2024-08-14,Kew Balmy Beach,5,W
15790,2024-08-14,Bluffer's Beach Park,5,W
16581,2024-08-15,Marie Curtis Park East Beach,9,SW
16582,2024-08-15,Sunnyside Beach,9,SW
16583,2024-08-15,Hanlan's Point Beach,9,SW
16584,2024-08-15,Gibraltar Point Beach,9,SW
16585,2024-08-15,Centre Island Beach,9,SW
16586,2024-08-15,Ward's Island Beach,9,SW
16587,2024-08-15,Cherry Beach,9,SW
16588,2024-08-15,Woodbine Beaches,9,SW
16589,2024-08-15,Kew Balmy Beach,9,SW
16590,2024-08-15,Bluffer's Beach Park,9,SW
17831,2024-08-16,Marie Curtis Park East Beach,17,NE
17832,2024-08-16,Sunnyside Beach,17,NE
17833,2024-08-16,Hanlan's Point Beach,17,NE
17834,2024-08-16,Gibraltar Point Beach,17,NE
17835,2024-08-16,Centre Island Beach,17,NE
17836,2024-08-16,Ward's Island Beach,17,NE
17837,2024-08-16,Cherry Beach,17,NE
17838,2024-08-16,Woodbine Beaches,17,NE
17839,2024-08-16,Kew Balmy Beach,17,NE
17840,2024-08-16,Bluffer's Beach Park,17,NE
14971,2024-08-17,Marie Curtis Park East Beach,15,NE
14972,2024-08-17,Sunnyside Beach,15,NE
14973,2024-08-17,Hanlan's Point Beach,15,NE
14974,2024-08-17,Gibraltar Point Beach,15,NE
14975,2024-08-17,Centre Island Beach,15,NE
14976,2024-08-17,Ward's Island Beach,15,NE
14977,2024-08-17,Cherry Beach,15,NE
14978,2024-08-17,Woodbine Beaches,15,NE
14979,2024-08-17,Kew Balmy Beach,15,NE
14980,2024-08-17,Bluffer's Beach Park,15,NE
14981,2024-08-18,Marie Curtis Park East Beach,17,SW
14982,2024-08-18,Sunnyside Beach,17,SW
14983,2024-08-18,Hanlan's Point Beach,17,SW
14984,2024-08-18,Gibraltar Point Beach,17,SW
14985,2024-08-18,Centre Island Beach,17,SW
14986,2024-08-18,Ward's Island Beach,17,SW
14987,2024-08-18,Cherry Beach,17,SW
14988,2024-08-18,Woodbine Beaches,17,SW
14989,2024-08-18,Kew Balmy Beach,17,SW
14990,2024-08-18,Bluffer's Beach Park,17,SW
14991,2024-08-19,Marie Curtis Park East Beach,21,NW
14992,2024-08-19,Sunnyside Beach,21,NW
14993,2024-08-19,Hanlan's Point Beach,21,NW
14994,2024-08-19,Gibraltar Point Beach,21,NW
14995,2024-08-19,Centre Island Beach,21,NW
14996,2024-08-19,Ward's Island Beach,21,NW
14997,2024-08-19,Cherry Beach,21,NW
14998,2024-08-19,Woodbine Beaches,21,NW
14999,2024-08-19,Kew Balmy Beach,21,NW
15000,2024-08-19,Bluffer's Beach Park,21,NW
15001,2024-08-20,Marie Curtis Park East Beach,13,NW
15002,2024-08-20,Sunnyside Beach,13,NW
15003,2024-08-20,Hanlan's Point Beach,13,NW
15004,2024-08-20,Gibraltar Point Beach,13,NW
15005,2024-08-20,Centre Island Beach,13,NW
15006,2024-08-20,Ward's Island Beach,13,NW
15007,2024-08-20,Cherry Beach,13,NW
15008,2024-08-20,Woodbine Beaches,13,NW
15009,2024-08-20,Kew Balmy Beach,13,NW
15010,2024-08-20,Bluffer's Beach Park,13,NW
15011,2024-08-21,Marie Curtis Park East Beach,13,NW
15012,2024-08-21,Sunnyside Beach,13,NW
15013,2024-08-21,Hanlan's Point Beach,13,NW
15014,2024-08-21,Gibraltar Point Beach,13,NW
15015,2024-08-21,Centre Island Beach,13,NW
15016,2024-08-21,Ward's Island Beach,13,NW
15017,2024-08-21,Cherry Beach,13,NW
15018,2024-08-21,Woodbine Beaches,13,NW
15019,2024-08-21,Kew Balmy Beach,13,NW
15250,2024-08-21,Bluffer's Beach Park,13,NW
14429,2024-08-22,Marie Curtis Park East Beach,15,NW
14430,2024-08-22,Sunnyside Beach,15,NW
14431,2024-08-22,Hanlan's Point Beach,15,NW
14432,2024-08-22,Gibraltar Point Beach,15,NW
14433,2024-08-22,Centre Island Beach,15,NW
14434,2024-08-22,Ward's Island Beach,15,NW
14435,2024-08-22,Cherry Beach,15,NW
14436,2024-08-22,Woodbine Beaches,15,NW
14437,2024-08-22,Kew Balmy Beach,15,NW
14438,2024-08-22,Bluffer's Beach Park,15,NW
17281,2024-08-23,Marie Curtis Park East Beach,9,SW
17282,2024-08-23,Sunnyside Beach,9,SW
17283,2024-08-23,Hanlan's Point Beach,9,SW
17284,2024-08-23,Gibraltar Point Beach,9,SW
17285,2024-08-23,Centre Island Beach,9,SW
17286,2024-08-23,Ward's Island Beach,9,SW
17287,2024-08-23,Cherry Beach,9,SW
17288,2024-08-23,Woodbine Beaches,9,SW
17289,2024-08-23,Kew Balmy Beach,9,SW
17290,2024-08-23,Bluffer's Beach Park,9,SW
13132,2024-08-24,Marie Curtis Park East Beach,8,W
13133,2024-08-24,Sunnyside Beach,8,W
13134,2024-08-24,Hanlan's Point Beach,8,W
13135,2024-08-24,Gibraltar Point Beach,8,W
13136,2024-08-24,Centre Island Beach,8,W
13137,2024-08-24,Ward's Island Beach,8,W
13138,2024-08-24,Cherry Beach,8,W
13139,2024-08-24,Woodbine Beaches,8,W
13140,2024-08-24,Kew Balmy Beach,8,W
13141,2024-08-24,Bluffer's Beach Park,8,W
16361,2024-08-25,Marie Curtis Park East Beach,4,SE
16362,2024-08-25,Sunnyside Beach,4,SE
16363,2024-08-25,Hanlan's Point Beach,4,SE
16364,2024-08-25,Gibraltar Point Beach,4,SE
16365,2024-08-25,Centre Island Beach,4,SE
16366,2024-08-25,Ward's Island Beach,4,SE
16367,2024-08-25,Cherry Beach,,None
16368,2024-08-25,Woodbine Beaches,,None
16369,2024-08-25,Kew Balmy Beach,,None
16370,2024-08-25,Bluffer's Beach Park,,None
17121,2024-08-26,Marie Curtis Park East Beach,9,W
17122,2024-08-26,Sunnyside Beach,9,W
17123,2024-08-26,Hanlan's Point Beach,9,W
17124,2024-08-26,Gibraltar Point Beach,9,W
17125,2024-08-26,Centre Island Beach,9,W
17126,2024-08-26,Ward's Island Beach,9,W
17127,2024-08-26,Cherry Beach,9,W
17128,2024-08-26,Woodbine Beaches,9,W
17129,2024-08-26,Kew Balmy Beach,9,W
17130,2024-08-26,Bluffer's Beach Park,9,W
11608,2024-08-27,Marie Curtis Park East Beach,4,SE
11609,2024-08-27,Sunnyside Beach,4,SE
11610,2024-08-27,Hanlan's Point Beach,4,SE
11611,2024-08-27,Gibraltar Point Beach,4,SE
11612,2024-08-27,Centre Island Beach,4,SE
11613,2024-08-27,Ward's Island Beach,4,SE
11614,2024-08-27,Cherry Beach,6,S
11615,2024-08-27,Woodbine Beaches,6,S
11616,2024-08-27,Kew Balmy Beach,6,S
11617,2024-08-27,Bluffer's Beach Park,6,S
16841,2024-08-28,Marie Curtis Park East Beach,8,NW
16842,2024-08-28,Sunnyside Beach,8,NW
16843,2024-08-28,Hanlan's Point Beach,8,NW
16844,2024-08-28,Gibraltar Point Beach,8,NW
16845,2024-08-28,Centre Island Beach,8,NW
16846,2024-08-28,Ward's Island Beach,8,NW
16847,2024-08-28,Cherry Beach,8,NW
16848,2024-08-28,Woodbine Beaches,8,NW
16849,2024-08-28,Kew Balmy Beach,8,NW
16850,2024-08-28,Bluffer's Beach Park,8,NW
16071,2024-08-29,Marie Curtis Park East Beach,15,NE
16072,2024-08-29,Sunnyside Beach,15,NE
16073,2024-08-29,Hanlan's Point Beach,15,NE
16074,2024-08-29,Gibraltar Point Beach,15,NE
16075,2024-08-29,Centre Island Beach,15,NE
16076,2024-08-29,Ward's Island Beach,15,NE
16077,2024-08-29,Cherry Beach,15,NE
16078,2024-08-29,Woodbine Beaches,15,NE
16079,2024-08-29,Kew Balmy Beach,15,NE
16080,2024-08-29,Bluffer's Beach Park,15,NE
16611,2024-08-30,Marie Curtis Park East Beach,13,NE
16612,2024-08-30,Sunnyside Beach,13,NE
16613,2024-08-30,Hanlan's Point Beach,13,NE
16614,2024-08-30,Gibraltar Point Beach,13,NE
16615,2024-08-30,Centre Island Beach,13,NE
16616,2024-08-30,Ward's Island Beach,13,NE
16617,2024-08-30,Cherry Beach,7,NE
16618,2024-08-30,Woodbine Beaches,7,NE
16619,2024-08-30,Kew Balmy Beach,7,NE
16620,2024-08-30,Bluffer's Beach Park,7,NE
11848,2024-08-31,Marie Curtis Park East Beach,5,SW
11849,2024-08-31,Sunnyside Beach,5,SW
11850,2024-08-31,Hanlan's Point Beach,5,SW
11851,2024-08-31,Gibraltar Point Beach,5,SW
11852,2024-08-31,Centre Island Beach,5,SW
11853,2024-08-31,Ward's Island Beach,5,SW
11854,2024-08-31,Cherry Beach,7,SW
11855,2024-08-31,Woodbine Beaches,7,SW
11856,2024-08-31,Kew Balmy Beach,7,SW
11857,2024-08-31,Bluffer's Beach Park,7,SW
14848,2024-09-01,Marie Curtis Park East Beach,18,SW
14849,2024-09-01,Sunnyside Beach,18,SW
14850,2024-09-01,Hanlan's Point Beach,18,SW
14851,2024-09-01,Gibraltar Point Beach,18,SW
14852,2024-09-01,Centre Island Beach,18,SW
14853,2024-09-01,Ward's Island Beach,18,SW
14854,2024-09-01,Cherry Beach,18,SW
14855,2024-09-01,Woodbine Beaches,18,SW
14856,2024-09-01,Kew Balmy Beach,18,SW
14857,2024-09-01,Bluffer's Beach Park,18,SW
14858,2024-09-02,Marie Curtis Park East Beach,9,NW
14859,2024-09-02,Sunnyside Beach,9,NW
14860,2024-09-02,Hanlan's Point Beach,9,NW
14861,2024-09-02,Gibraltar Point Beach,9,NW
14862,2024-09-02,Centre Island Beach,9,NW
14863,2024-09-02,Ward's Island Beach,9,NW
14864,2024-09-02,Cherry Beach,9,NW
14865,2024-09-02,Woodbine Beaches,9,NW
14866,2024-09-02,Kew Balmy Beach,9,NW
14867,2024-09-02,Bluffer's Beach Park,9,NW
14868,2024-09-03,Marie Curtis Park East Beach,17,N
14869,2024-09-03,Sunnyside Beach,17,N
14870,2024-09-03,Hanlan's Point Beach,17,N
14871,2024-09-03,Gibraltar Point Beach,17,N
14872,2024-09-03,Centre Island Beach,17,N
14873,2024-09-03,Ward's Island Beach,17,N
14874,2024-09-03,Cherry Beach,17,N
14875,2024-09-03,Woodbine Beaches,17,N
14876,2024-09-03,Kew Balmy Beach,17,N
14877,2024-09-03,Bluffer's Beach Park,17,N
17901,2024-09-04,Marie Curtis Park East Beach,4,SE
17902,2024-09-04,Sunnyside Beach,4,SE
17903,2024-09-04,Hanlan's Point Beach,4,SE
17904,2024-09-04,Gibraltar Point Beach,4,SE
17905,2024-09-04,Centre Island Beach,4,SE
17906,2024-09-04,Ward's Island Beach,4,SE
17907,2024-09-04,Cherry Beach,4,SE
17908,2024-09-04,Woodbine Beaches,4,SE
17909,2024-09-04,Kew Balmy Beach,4,SE
17910,2024-09-04,Bluffer's Beach Park,4,SE
14219,2024-09-05,Marie Curtis Park East Beach,,N
14220,2024-09-05,Sunnyside Beach,,N
14221,2024-09-05,Hanlan's Point Beach,,N
14222,2024-09-05,Gibraltar Point Beach,,N
14223,2024-09-05,Centre Island Beach,,N
14224,2024-09-05,Ward's Island Beach,,N
14225,2024-09-05,Cherry Beach,,N
14226,2024-09-05,Woodbine Beaches,,N
14227,2024-09-05,Kew Balmy Beach,,N
14228,2024-09-05,Bluffer's Beach Park,,N
15471,2024-09-06,Marie Curtis Park East Beach,18,SW
15472,2024-09-06,Sunnyside Beach,18,SW
15473,2024-09-06,Hanlan's Point Beach,18,SW
15474,2024-09-06,Gibraltar Point Beach,18,SW
15475,2024-09-06,Centre Island Beach,18,SW
15476,2024-09-06,Ward's Island Beach,18,SW
15477,2024-09-06,Cherry Beach,18,SW
15478,2024-09-06,Woodbine Beaches,18,SW
15479,2024-09-06,Kew Balmy Beach,18,SW
15480,2024-09-06,Bluffer's Beach Park,18,SW
14711,2024-09-07,Marie Curtis Park East Beach,15,W
14712,2024-09-07,Sunnyside Beach,15,W
14713,2024-09-07,Hanlan's Point Beach,15,W
14714,2024-09-07,Gibraltar Point Beach,15,W
14715,2024-09-07,Centre Island Beach,15,W
14716,2024-09-07,Ward's Island Beach,15,W
14717,2024-09-07,Cherry Beach,15,W
14898,2024-09-07,Woodbine Beaches,15,W
14899,2024-09-07,Kew Balmy Beach,15,W
14900,2024-09-07,Bluffer's Beach Park,15,W
12008,2024-09-08,Marie Curtis Park East Beach,21,SW
12009,2024-09-08,Sunnyside Beach,21,SW
12010,2024-09-08,Hanlan's Point Beach,21,SW
12011,2024-09-08,Gibraltar Point Beach,21,SW
12012,2024-09-08,Centre Island Beach,21,SW
12013,2024-09-08,Ward's Island Beach,21,SW
12014,2024-09-08,Cherry Beach,21,SW
12015,2024-09-08,Woodbine Beaches,21,SW
12016,2024-09-08,Kew Balmy Beach,21,SW
12017,2024-09-08,Bluffer's Beach Park,21,SW
